Name,Code,Supplier,HOPB,LEWI,POSE,BARC,FLNT,SUGG,CUPE,GUIL,CRAM,LIRO,KING,MCDI,LECO,WALK,BLWA,MAYF,TOMB,PRLA,PRPO,ARIK,BLUE,PRIN,BLDE,COMO,WLOU,SYCA,REDB,MART,MCRA,BIGC,TECR,OKSR,TOOK,CARI,BART,HARV,BLAN,SCBI,SERC,DSNY,JERC,OSBS,GUAN,LAJA,STEI,TREE,UNDE,KONA,KONZ,UKFS,GRSM,MLBS,ORNL,DELA,LENO,TALL,DCFS,NOGP,WOOD,CPER,RMNP,STER,CLBJ,OAES,YELL,MOAB,NIWO,JORN,SRER,ONAQ,ABBY,WREF,SJER,SOAP,TEAK,BARR,TOOL,BONA,DEJU,HEAL,PUUM
Breeding landbird point counts,DP1.10003,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2015,2017,2015,2017,2015,2016,2016,2015,2017,2016,2016,2016,2018,2017,2017,2016,2018,2016,2015,2017,2015,2017,2017,2015,2013,2017,2013,2017,2017,2018,2015,2015,2017,2017,2017,2017,2018,2017,2017,2017,2017,2017,2017,2017,2017,2018
Soil chemical properties (Distributed initial characterization),DP1.10008,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2017,2017,2015,2016,2017,2015,2016,2018,2017,2016,2016,2016,2018,2015,2015,2016,2018,2016,2015,2018,2016,2017,2016,2015,2016,2017,2015,2017,2016,2018,2016,2018,2016,2018,2016,2017,2018,2017,2018,NA,2018,2018,2018,2017,2017,2018
Ground beetle sequences DNA barcode,DP1.10020,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2016,2016,2016,2017,2016,2016,2016,2016,2017,2016,2016,2016,2017,2016,2016,2016,2018,2016,2016,2016,2016,2016,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,2018
Ground beetles sampled from pitfall traps,DP1.10022,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2015,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,2018
Herbaceous clip harvest,DP1.10023,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2015,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,2018
Mosquito sequences DNA barcode,DP1.10038,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2016,2016,2016,2017,2016,2016,2016,2016,2017,2016,2016,2016,2017,2016,2016,2016,2018,2016,2016,2016,2016,2016,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,2018
Mosquito-borne pathogen status,DP1.10041,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2016,2016,2014,2017,2016,2016,2016,2017,2014,2016,2016,2014,2017,2016,2014,2013,2017,2013,2016,2016,2018,2016,2016,2016,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,2018
Mosquitoes sampled from CO2 traps,DP1.10043,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2016,2016,2014,2017,2016,2016,2016,2017,2014,2016,2016,2014,2017,2016,2014,2013,2017,2013,2016,2016,2018,2016,2016,2016,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,2018
Soil physical properties (Distributed initial characterization),DP1.10047,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2017,2017,2015,2016,2017,2015,2016,2018,2017,2016,2016,2016,2018,2015,2015,2016,2018,2016,2015,2018,2016,2017,2016,2015,2016,2017,2015,2017,2016,2018,2016,2018,2016,2018,2016,2017,2018,2017,2018,NA,2018,2018,2018,2017,2017,2019
Plant phenology observations,DP1.10055,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2015,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,2018
Plant presence and percent cover,DP1.10058,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2015,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2017,2017,2017,2017,2016,2015,2018
Rodent-borne pathogen status,DP1.10064,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,NA
Root sampling (megapit),DP1.10066,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,2012,2013,2013,2014,2013,2012,2012,2015,2014,2015,2015,2013,2014,2014,2014,2015,2013,2013,2013,2015,2014,2012,2013,2012,2012,2013,2013,2016,2013,2018,2014,2014,2013,2013,2014,2015,2017,2016,2016,2016,2016,2016,2017,2015,2015,2018
Root sampling tower plots,DP1.10067,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2018,2020,2017,NA,2018,2019,NA,2020,2018,2017,NA,2016,2019,2017,2018,NA,2018,2017,NA,2018,2017,2019,2020,2016,NA,2021,2017,2020,2018,2020,2017,2019,2017,2019,2016,NA,2019,2019,2018,2019,2019,2017,2019,2018,NA,2019
Small mammal box trapping,DP1.10072,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,NA
Small mammal sequences DNA barcode,DP1.10076,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2017,2016,2016,2016,2017,2016,2016,2016,2016,2017,2016,2016,2016,2017,2016,2016,2016,2018,2016,2016,2016,2016,2016,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,NA
Soil chemical properties (Distributed periodic),DP1.10078,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2017,2014,2014,2014,2015,2018,2015,2015,2014,NA,2015,2015,2015,2018,2014,2015,2018,2017,NA,2020,2014,2013,NA,2013,2020,2015,2020,2016,2015,2016,2016,2014,NA,2020,2019,2018,2021,2020,2017,2019,2018,2015,2019
Soil inorganic nitrogen pools and transformations,DP1.10080,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2020,2017,NA,2018,2019,NA,2020,2018,2017,NA,2019,2019,2017,2018,NA,2018,2017,NA,2018,2017,2019,2020,NA,NA,2020,2017,2020,2018,2020,2017,2019,2017,2019,NA,NA,2020,2019,2018,2021,2021,2017,2019,2018,NA,2019
Soil microbe community composition,DP1.10081,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2016,2016,2014,2017,2016,2016,2015,2017,2014,2016,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2020,2016,2016,2016,2016,2014,2016,2018,2017,2017,2021,2017,2017,2017,2016,2016,2019
Soil physical properties (Distributed periodic),DP1.10086,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,2015,2014,2015,2013,2014,2013,2015,2018,2015,2015,2014,2017,2015,2015,2015,2018,2014,2015,2018,2014,2017,2016,2014,2014,2017,2014,2016,2015,2020,2015,2015,2015,2016,2014,2016,2020,2015,2018,2021,2017,2017,2017,2018,2015,2019
Tick-borne pathogen status,DP1.10092,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,NA
Ticks sampled using drag cloths,DP1.10093,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,NA
Root stable isotopes,DP1.10099,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2018,2013,2017,2014,2018,2012,2012,2020,2018,2017,2015,2016,2019,2017,2018,2015,2018,2017,2013,2018,2017,2019,2013,2016,2012,2020,2017,2020,2018,2018,2017,2019,2017,2019,2016,2015,2019,2019,2018,2016,2016,2017,2019,2018,2015,2019
Soil stable isotopes (Distributed periodic),DP1.10100,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2017,2014,2014,2014,2015,2018,2015,2015,2014,NA,2015,2015,2015,2018,2014,2015,2018,2017,NA,2020,2014,2013,NA,2013,2020,2015,2020,2016,2015,2016,2016,2014,NA,2020,2019,2018,2021,2020,2017,2019,2018,2015,2019
Root chemical properties,DP1.10102,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2018,2013,2017,2014,2018,2012,2012,2020,2018,2017,2015,2016,2019,2017,2018,2015,2018,2017,2013,2018,2017,2019,2013,2016,2012,2020,2017,2020,2018,2018,2017,2019,2017,2019,2016,2015,2019,2019,2018,2016,2016,2017,2019,2018,2015,2019
Soil microbe biomass,DP1.10104,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2020,2017,NA,2018,2019,NA,2020,2018,2017,NA,2019,2019,2017,2018,NA,2018,2017,NA,2018,2017,2019,2020,NA,NA,2020,2017,2020,2018,2020,2017,2019,2017,2019,NA,NA,2020,2019,2018,2019,2019,2017,2019,2018,NA,2019
Soil microbe metagenome sequences,DP1.10107,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2016,2016,2014,2017,2016,2016,2015,2017,2014,2016,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2020,2016,2016,2016,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,2019
Soil microbe marker gene sequences,DP1.10108,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2016,2016,2014,2017,2016,2016,2015,2017,2014,2016,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2020,2016,2016,2016,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,2019
Soil microbe group abundances,DP1.10109,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2016,2016,2016,2016,2014,2017,2016,2016,2015,2017,2014,2016,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2020,2016,2016,2016,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2016,2019
Coarse downed wood log survey,DP1.10010,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2015,2015,2015,2016,2017,2018,2015,2018,2016,2016,2017,2015,NA,2017,2018,2016,2018,2015,2016,2017,2015,NA,NA,NA,NA,2018,NA,2016,NA,2020,2018,2016,2015,2017,2017,2016,2020,2017,2019,2020,NA,NA,2017,2016,2016,2018
Coarse downed wood bulk density sampling,DP1.10014,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2018,2018,2017,2016,2020,2018,2016,NA,2016,2016,2020,2018,NA,2020,NA,2016,2018,2020,2019,2020,NA,NA,NA,NA,NA,NA,NA,2019,NA,2020,2018,2019,2018,2017,2020,2016,2020,2017,2019,2020,NA,NA,2020,2019,2018,2018
Digital hemispheric photos of Plot Vegetation,DP1.10017,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2013,2015,2014,2015,2013,2014,2013,2015,2016,2015,2015,2014,2017,2015,2015,2015,2017,2014,2015,2016,2014,2017,2016,2014,2013,2017,2013,2016,2015,2018,2015,2015,2015,2016,2014,2016,2018,2017,2017,2019,2017,2017,2017,2016,2015,2018
Plant foliar physical and chemical properties,DP1.10026,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2020,2017,2016,2018,2019,NA,2020,2018,2017,NA,2019,2019,2017,2018,2016,2018,2017,NA,2018,2017,2019,2020,2016,NA,2020,2017,2020,2018,2020,2017,2019,2017,2019,NA,NA,2020,2019,2018,2021,2021,2017,2019,2018,NA,2020
Litter chemical properties,DP1.10031,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2018,2020,2017,NA,NA,2019,NA,2020,NA,2017,NA,2016,NA,2017,2018,NA,2018,2017,NA,2018,2017,NA,NA,NA,NA,2020,NA,2020,NA,2020,NA,2019,NA,2019,NA,NA,2020,2019,2018,2021,NA,NA,2019,2018,NA,2020
Litterfall and fine woody debris sampling,DP1.10033,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2015,2015,2015,2015,NA,2015,2015,2015,NA,2015,2015,2015,NA,2015,2015,2015,2017,2015,2015,2016,2015,NA,NA,NA,NA,2017,NA,2016,NA,2020,NA,2015,NA,2016,NA,2016,2018,2017,2017,2019,NA,NA,2017,2016,2015,2018
Non-herbaceous perennial vegetation structure,DP1.10045,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2014,2015,2014,2015,2014,2015,2015,2015,2016,2015,2015,2015,NA,2015,2015,2015,2017,2014,2015,2016,2014,NA,NA,NA,2014,2017,NA,2016,NA,2019,2015,2015,2015,2016,2014,2016,2017,2017,2019,2018,NA,NA,2017,2016,2015,2018
Plant foliar stable isotopes,DP1.10053,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2020,2017,2016,2018,2019,NA,2020,2018,2017,NA,2019,2019,2017,2018,2016,2018,2017,NA,2018,2017,2019,2020,2016,NA,2020,2017,2020,2018,2020,2017,2019,2017,2019,NA,NA,2020,2019,2018,2021,2020,2017,2019,2018,NA,2020
Woody plant vegetation structure,DP1.10098,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,2014,2015,2014,2015,2014,2015,2015,2015,2016,2015,2015,2015,NA,2015,2015,2015,2017,2014,2015,2016,2014,2015,2015,2014,2014,2017,NA,2016,NA,2019,2015,2015,2015,2016,2014,2016,2017,2017,2019,2018,NA,NA,2017,2016,2015,2018
Litter stable isotopes,DP1.10101,TOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,2018,2020,2017,NA,NA,2019,NA,2020,NA,2017,NA,2016,NA,2017,2018,NA,2018,2017,NA,2018,2017,NA,NA,NA,NA,2020,NA,2020,NA,2020,NA,2019,NA,2019,NA,NA,2020,2019,2018,2021,NA,NA,2019,2018,NA,2020
Chemical properties of groundwater,DP1.20092,AOS,2017,2017,2017,2017,2017,2017,NA,2017,2017,2017,2017,2017,NA,2017,2018,2017,2018,2017,2017,2017,2017,2017,2018,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chemical properties of surface water,DP1.20093,AOS,2016,2017,2016,2015,2017,2015,2016,2016,2016,2017,2016,2017,2016,2016,2017,2016,2017,2016,2016,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stream discharge field collection,DP1.20048,AOS,2016,2017,2016,NA,2018,NA,2016,2016,NA,NA,2016,2017,2016,2016,2018,2016,2018,NA,NA,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Surface water microbe marker gene sequences,DP1.20282,AOS,2016,2017,2016,2015,2017,2015,2016,2016,2016,2017,2016,2017,2016,2016,2017,2016,2017,2016,2016,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Surface water microbe group abundances,DP1.20278,AOS,2016,2017,2016,2015,2017,2015,2016,2016,2016,2017,2016,2017,2016,2016,2017,2016,2017,2016,2016,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquatic plant bryophyte chemical properties,DP1.20063,AOS,2016,2017,2016,2015,2017,2015,2016,2016,2016,2017,2016,2017,2016,2016,2017,2016,2017,2016,2016,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquatic plant bryophyte macroalgae clip harvest,DP1.20066,AOS,2016,2017,2016,2015,2017,2015,2016,2016,2016,2017,2016,2017,2016,2016,2017,2016,2017,2016,2016,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aquatic plant, bryophyte, lichen, and macroalgae point counts in wadeable streams",DP1.20072,AOS,2016,2017,2016,NA,NA,NA,2016,2016,NA,NA,2016,2017,2016,2016,NA,2016,NA,NA,NA,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benthic microbe community composition,DP1.20086,AOS,2016,2017,2016,NA,NA,NA,2016,2016,NA,NA,2016,2017,2016,2016,NA,2016,NA,NA,NA,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissolved gases in surface water,DP1.20097,AOS,2016,2017,2016,2015,2017,2015,2016,2016,2016,2017,2016,2017,2016,2016,2017,2016,2017,2016,2016,2015,2017,2016,2018,2016,2017,2017,2017,2018,2017,2018,2018,2016,2016,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fish DNA barcode,DP1.20105,AOS,2018,2018,2018,NA,NA,NA,2018,2018,2018,2018,2018,2018,2018,2018,NA,2018,NA,2018,2018,2018,2017,2018,2018,NA,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
